FONDBOLAG	FONDNUMMER	FONDNAMN	VALUTA	FONDAVGIFT	BRUTTO AVG	TKA	KATEGORI	EXTERID	FOND_I_FOND	RESULTATBEROENDE	SLOW	SPREAD	MILJÖETISK	FÖRLÄNGD	STARTDATUM	AVSLUTSDATUM	FONDSTATUS
Aviva Holdings Luxembourg S.A.	615559	Aviva Funds-Global Themes Equity Fund	USD	1,76	2,21	2,24	Global	LU0121215049	N	N	N	N		0	2002-06-24	2004-09-16	5
Aviva Investors Luxembourg S.A.	288183	Aviva Investors - Emerging Europe Equity Fund	EUR	0,86	2,18		Östeuropa	LU0083327972	N	N	N	N		0	2004-02-03		1
Aviva Investors Luxembourg S.A.	543892	Aviva Investors - European Corporate Bond Fund	EUR	0,42	1,43		Europa och Euroland	LU0137992961	N	N	N	N		0	2002-06-24		1
Aviva Investors Luxembourg S.A.	579722	Aviva Investors - European Equity Fund	EUR	0,83	2,09		Euroland	LU0010019577	N	N	N	N		0	2002-06-24		1
Aviva Investors Luxembourg S.A.	252353	Aviva Investors - European Real Estate Securities Fund	EUR	0,83	2,10		Övriga branscher	LU0160768213	N	N	N	N		0	2004-02-03		1
Aviva Investors Luxembourg S.A.	999359	Aviva Investors - Global Convertibles Fund	USD	0,62	1,75		Utländska aktier och räntor	LU0144879052	N	N	N	N		0	2002-11-19		1
Aviva Investors Luxembourg S.A.	651380	Aviva Investors - Sustainable Future Pan-European Equity Fund	EUR	0,88	2,23	2,23	Europa	LU0126373819	N	N	N	N		0	2002-06-24	2013-08-14	5
Aviva Investors Luxembourg S.A.	508069	Aviva Morley - Global Balanced Fund	USD	1,65	2,07		Utländska aktier och räntor	LU0137284294	N	N	N	N		0	2002-06-24	2006-11-23	5
AXA Rosenberg Management Ireland Ltd	281212	Axa Rosenberg All Country Asia Pacific Ex-Japan Equity Alpha Fund	USD	0,69	1,69		Asien och Fjärran östern	IE00B03Z0Q75	N	N	J	N		1	2015-07-09		1
AXA Rosenberg Management Ireland Ltd	151001	Axa Rosenberg Eurobloc Equity Alpha Fund	EUR	0,62	1,50		Euroland	IE0004352823	N	N	J	N		0	2000-07-05		1
AXA Rosenberg Management Ireland Ltd	186833	AXA Rosenberg Eurobloc Small Cap Alpha Fund	EUR	3,42	4,43		Europa/Euroland småbolag	IE0004354084	N	N	J	N		0	2000-07-05	2004-02-04	5
AXA Rosenberg Management Ireland Ltd	222661	Axa Rosenberg Europe Ex-UK Equity Alpha Fund	EUR	0,66	1,61		Europa	IE0004334466	N	N	J	N		0	2000-07-05		4
AXA Rosenberg Management Ireland Ltd	258491	AXA Rosenberg Europe Ex-UK Small Cap Alpha Fund	EUR	1,28	1,57	1,66	Europa/Euroland småbolag	IE0004352047	N	N	J	N		0	2000-07-05	2007-07-20	5
AXA Rosenberg Management Ireland Ltd	294322	Axa Rosenberg Global Equity Alpha Fund	USD	0,62	1,48		Global	IE0004318048	N	N	J	N		0	2000-07-05		1
AXA Rosenberg Management Ireland Ltd	330159	AXA Rosenberg Global Small Cap Alpha Fund	USD	1,27	1,56	1,61	Global	IE0000000000	N	N	J	N		0	2000-07-05	2015-07-10	5
AXA Rosenberg Management Ireland Ltd	317040	Axa Rosenberg Global Small Cap Alpha Fund B	USD	0,68	1,65		Global	IE0004324657	N	N	J	N		0	2015-07-09		1
AXA Rosenberg Management Ireland Ltd	365981	Axa Rosenberg Japan Equity Alpha Fund	JPY	0,62	1,50		Japan	IE0004354209	N	N	J	N		1	2000-07-05		1
AXA Rosenberg Management Ireland Ltd	652628	Axa Rosenberg Japan Small Cap Alpha Fund	JPY	0,68	1,67		Japan	IE0004354423	N	N	J	N		1	2000-07-05		1
AXA Rosenberg Management Ireland Ltd	401810	Axa Rosenberg Pacific Ex-Japan Equity Alpha Fund	USD	0,62	1,49		Asien och Fjärran östern	IE0004314401	N	N	J	N		1	2000-07-05		1
AXA Rosenberg Management Ireland Ltd	245381	Axa Rosenberg Pacific Ex-Japan Small Cap Alpha	USD	0,70	1,71		Asien och Fjärran östern	IE0004334029	N	N	J	N		1	2015-07-09		1
AXA Rosenberg Management Ireland Ltd	437640	AXA Rosenberg Pacific Ex-Japan Small Cap Alpha Fund	USD	1,27	1,55	1,63	Asien och Fjärran östern	IE0000000000	N	N	J	N		1	2000-07-05	2015-07-09	5
AXA Rosenberg Management Ireland Ltd	473470	Axa Rosenberg Pan-European Equity Alpha Fund	EUR	0,62	1,50		Europa	IE0004346098	N	N	J	N		0	2000-07-05		1
AXA Rosenberg Management Ireland Ltd	509307	AXA Rosenberg Pan-European Small Cap Alpha Fund	EUR	1,27	1,55	1,57	Europa/Euroland småbolag	IE0004351072	N	N	J	N		0	2000-07-05	2007-07-20	5
AXA Rosenberg Management Ireland Ltd	545137	AXA Rosenberg UK Equity Alpha Fund	GBP	0,60	1,43	1,50	Övriga länder	IE0004346437	N	N	J	N		0	2000-07-05	2009-11-24	5
AXA Rosenberg Management Ireland Ltd	580969	AXA Rosenberg UK Small Cap Alpha Fund	GBP	1,19	1,45	1,47	Övriga länder	IE0004346874	N	N	J	N		0	2000-07-05	2007-07-20	5
AXA Rosenberg Management Ireland Ltd	352872	Axa Rosenberg US Enhanced Index Equity Alpha Fund	USD	0,40	0,86		Nordamerika och USA	IE0033609722	N	N	J	N		0	2015-07-09		1
AXA Rosenberg Management Ireland Ltd	616797	Axa Rosenberg US Equity Alpha Fund	USD	0,60	1,43		Nordamerika och USA	IE0004345025	N	N	J	N		0	2000-07-05		1
AXA Rosenberg Management Ireland Ltd	388702	Axa Rosenberg Us Small Cap Alpha Fund B	USD	0,66	1,61		Nordamerika och USA småbolag	IE00B54L8H63	N	N	J	N		0	2015-07-09		1
Banco Fonder AB	505057	ABN AMRO Pension Offensiv	SEK	0,70	0,90	1,75	Global	504400-7887	N	N	N	N		0	2000-07-05	2007-06-25	5
Banco Fonder AB	576710	Alfred Berg Pension Sverige	SEK		1,17		Sverige	504400-7945	N	N	N	N		0	2000-07-05	2004-06-24	5
Banco Fonder AB	907683	Banco Etisk Sverige Pension	SEK	0,60	0,90	1,08	Sverige	504400-7770	N	N	N	N		0	2000-07-05	2007-06-21	5
Banco Fonder AB	728535	Banco Offensiv Pension	SEK	0,77	0,90	1,15	Svenska och utländska aktier	504400-7358	N	N	N	N		0	2000-07-05	2007-06-18	5
Banco Fonder AB	871855	Banco Sverige Pension	SEK		0,96		Sverige	504400-7713	N	N	N	N		0	2000-07-05	2004-06-24	5
Banco Fonder AB	943514	Banco Teknik & Innovation Pension	SEK	0,53	0,90	1,08	Sverige småbolag	504400-8018	N	N	N	N		0	2000-07-05	2007-07-02	5
Banco Pensionsfonder AB	621045	Banco Euro Top 50 Pension	SEK	1,14	1,39	2,69	Euroland	504400-7838	N	N	N	N		0	2000-07-05	2004-05-04	5
Banco Pensionsfonder AB	656876	Banco Europa Pension	SEK	1,11	1,35	2,33	Europa	504400-7895	N	N	N	N		0	2000-07-05	2004-05-04	5
Banco Pensionsfonder AB	764365	Banco Midi Pension	SEK	0,79	0,92	1,21	Svenska och utländska aktier samt svenska räntor	504400-7473	N	N	N	N		0	2000-07-05	2004-05-04	5
Banco Pensionsfonder AB	800193	Banco Mini Pension	SEK	0,51	0,54	0,69	Svenska och utländska aktier samt svenska räntor	504400-7416	N	N	N	N		0	2000-07-05	2004-05-04	5
Bank Sarasin & Cie AG	379149	Sarasin  Currency Opportunities Fund(EUR)	EUR		1,86		Övriga utländska	LU0288929424	N	J	J	N		0	2009-06-09	2011-03-22	5
Bank Sarasin & Cie AG	450809	Sarasin  New Power Fund	EUR		2,07		Övriga branscher	LU0288930869	N	N	J	N		0	2009-06-08	2011-04-05	5
Bank Sarasin & Cie AG	558296	Sarasin EquiSar- Global	EUR		1,89		Global	LU0088812606	N	J	J	N		0	2009-06-08	2011-03-22	5
Bank Sarasin & Cie AG	343319	Sarasin EquiSar III D (EUR)	EUR		2,47		Global	LU0215909168	N	J	J	N		0	2009-06-09	2011-03-22	5
Bank Sarasin & Cie AG	414979	Sarasin OekoSar Equity Global	EUR		2,04		Global	LU0229773345	N	N	J	N		0	2009-06-09	2011-03-22	5
Bank Sarasin & Cie AG	522466	Sarasin Sustainable Bond EUR	EUR		1,25		Europa och Euroland	LU0158938935	N	N	J	N		0	2009-06-08	2011-03-22	5
Bank Sarasin & Cie AG	486639	Sarasin Sustainable Water Fund	EUR		2,00		Övriga branscher	LU0333595436	N	N	J	N		0	2009-06-08	2011-03-22	5
Banque de Luxembourg S.A.	551804	BL - Bond Dollar	USD	0,34	0,89	0,81	Övriga utländska	LU0093570926	N	N	J	N		0	2000-07-05		1
Banque de Luxembourg S.A.	587634	BL - Bond Euro	EUR	0,29	0,74	0,80	Europa och Euroland	LU0093570769	N	N	J	N		0	2000-07-05		1
Banque de Luxembourg S.A.	153833	BL - Emerging Markets	EUR	0,49	1,29	1,85	Utländska aktier och räntor	LU0309192036	N	N	J	N		1	2009-09-25		1
Banque de Luxembourg S.A.	300996	BL - Equities America	USD	0,47	1,23	1,82	Nordamerika och USA	LU0093570256	N	N	J	N		0	2000-07-05		1
Banque de Luxembourg S.A.	118000	BL - Equities Dividend	EUR	0,47	1,23	2,17	Global	LU0309191657	N	N	J	N		1	2009-09-25		1
Banque de Luxembourg S.A.	336826	BL - Equities Europe	EUR	0,47	1,20	1,73	Europa	LU0093570330	N	N	J	N		0	2000-07-05		1
Banque de Luxembourg S.A.	985895	BL - Equities Horizon	EUR	0,56	1,56	2,00	Utländska aktier och räntor	LU0093570173	N	N	J	N	J	1	2006-11-09		1
Banque de Luxembourg S.A.	372656	BL - Equities Horizon	USD		1,30	1,69	Global	LU0093570173	N	N	N	N		1	2000-07-05	2006-11-28	5
Banque de Luxembourg S.A.	480145	BL - Global 30	EUR	0,47	1,23	1,56	Utländska aktier och räntor	LU0048292394	N	N	J	N		1	2000-07-05		1
Banque de Luxembourg S.A.	444315	BL - Global 50	EUR	0,48	1,24	1,62	Utländska aktier och räntor	LU0048292808	N	N	J	N		1	2000-07-05		1
Banque de Luxembourg S.A.	408484	BL - Global 75	EUR	0,47	1,23	1,70	Utländska aktier och räntor	LU0048293368	N	N	J	N		1	2000-07-05		1
Banque de Luxembourg S.A.	515973	BL - Global Bond	EUR	0,29	0,73	0,81	Övriga utländska	LU0093569910	N	N	J	N		0	2000-07-05		1
Banque de Luxembourg S.A.	320358	BL - Global Equities	EUR	0,48	1,25	1,79	Global	LU0117287580	N	N	J	N		1	2004-12-02		1
Banque de Luxembourg S.A.	647669	BL - Global Flexible EUR	EUR	0,47	1,21	1,88	Utländska aktier och räntor	LU0211340665	N	N	J	N		1	2006-01-17		1
Banque de Luxembourg S.A.	916064	BL - Kingfisher FoF 30	EUR	0,93	2,39		Utländska aktier och räntor	LU0228948385	J	N	N	N		1	2006-09-20	2009-01-28	5
Banque de Luxembourg S.A.	114462	BL - Kingfisher FoF 50	EUR	0,98	2,52		Utländska aktier och räntor	LU0146462725	J	N	N	N		1	2006-01-18	2009-01-28	5
Banque de Luxembourg S.A.	150292	BL - Kingfisher FoF 75	EUR	0,89	2,27		Utländska aktier och räntor	LU0146462568	J	N	N	N		1	2006-01-18	2009-01-28	5
Banque de Luxembourg S.A.	611830	BL - Kingfisher FoF Equities	EUR	0,97	2,49		Global	LU0146462303	J	N	N	N		1	2006-01-17	2009-01-28	5
Banque de Luxembourg S.A.	623462	BL - Short Term Dollar	USD	0,21	0,42		Övriga utländska	LU0093571494	N	N	N	N		1	2000-07-05	2008-12-12	5
Banque de Luxembourg S.A.	659292	BL - Short Term Euro	EUR	0,19	0,35		Europa och Euroland	LU0093571148	N	N	N	N		1	2000-07-05	2008-12-12	5
Banque de Luxembourg S.A.	252239	BL Fund Selection - 30	EUR	1,18	3,09		Utländska aktier och räntor	LU0166823491	J	N	N	N		1	2009-01-15	2012-07-06	5
Banque de Luxembourg S.A.	288068	BL Fund Selection - 50	EUR		3,22		Utländska aktier och räntor	LU0135981859	J	N	N	N		1	2009-01-15	2011-09-28	5
Banque de Luxembourg S.A.	323899	BL Fund Selection - 50-100	EUR	0,56	3,23	1,51	Utländska aktier och räntor	LU0135981693	J	N	N	N		1	2009-01-15		1
Banque de Luxembourg S.A.	683490	BL Fund Selection - Asia	USD		3,50		Asien och Fjärran östern	LU0403348666	J	N	N	N		1	2006-01-17	2014-02-05	5
Banque de Luxembourg S.A.	216408	BL Fund Selection - Equities	EUR	0,78	3,26	1,50	Global	LU0135980968	J	N	N	N		1	2009-01-15		1
Banque de Luxembourg S.A.	951897	BL Fund Selection Japan	JPY	1,25	3,29		Japan	LU0403348740	J	N	N	N		1	2006-09-20	2011-09-28	5
Banque de Luxembourg S.A.	791632	Selector European Value	EUR	1,10	2,84	2,95	Europa	LU0147520729	N	N	J	N		0	2003-12-01	2009-09-08	5
Banque de Luxembourg S.A.	827469	Selector Global Value	EUR	1,03	2,66	2,73	Global	LU0147530280	N	N	J	N		0	2003-12-01	2009-09-08	5
Banque de Luxembourg S.A.	350694	Selector Japan	EUR	1,06	2,73	2,86	Japan	LU0245680086	N	N	J	N		1	2006-03-28	2009-09-08	5
Banque de Luxembourg S.A.	613661	Selector US Large Cap Core/Growth	EUR	1,08	2,78	3,10	Nordamerika och USA	LU0219200531	N	N	J	N		0	2005-10-26	2009-09-09	5
Banque de Luxembourg S.A.	755801	Selector US Small Cap Core/Growth	EUR	1,33	3,51		Nordamerika och USA småbolag	LU0147525793	N	N	J	N		0	2003-12-01	2008-12-11	5
Banque de Luxembourg S.A.	656694	Selector World Shariah Value	EUR	0,49	1,12	1,15	Nya marknader	LU0366805124	N	N	J	N		0	2008-10-08	2009-09-09	5
Banque de Luxembourg S.A.	500090	Selector World Value	EUR	1,08	2,80	3,08	Global	LU0232231125	N	N	J	N		0	2006-01-16	2009-09-08	5
Banque de Luxembourg S.A.	301465	Selector W&R Science and Technology	EUR	1,23	3,22	3,38	Övriga branscher	LU0232239375	N	N	J	N		0	2007-06-13	2012-07-12	5
Banque de Luxembourg S.A.	337295	Selector W&R US Large Cap Growth	EUR	1,18	3,09	3,19	Nordamerika och USA	LU0232234145	N	N	J	N		0	2007-06-13	2012-07-12	5
Banque Pictet	153429	Pictet C.F. Nedval	EUR	1,25	1,53		Övriga länder	LU0048475013	N	N	J	J		0	2000-09-04	2002-12-20	5
Baring International Fund Managers (Ireland) Ltd	477729	Baring Asia Growth Fund	USD	0,67	1,97		Asien och Fjärran östern	IE0000830129	N	N	N	N		0	2000-07-05		1
Baring International Fund Managers (Ireland) Ltd	983593	Baring Eastern Europe Fund	USD	0,72	2,14		Östeuropa	IE0000805634	N	N	N	N		0	2000-07-05		1
Baring International Fund Managers (Ireland) Ltd	119420	Baring Euro Bond Fund	EUR	1,26	1,55		Europa och Euroland	IE0007704111	N	N	N	N		0	2000-07-05	2003-07-23	5
Baring International Fund Managers (Ireland) Ltd	155259	Baring Europa Fund	USD	0,65	1,88		Europa	IE0000829121	N	N	N	N		0	2000-07-05		1
Baring International Fund Managers (Ireland) Ltd	872440	Baring Global  Leaders Fund	USD	0,74	2,20		Global	IE0030016244	N	N	N	N		0	2001-11-22		1
Baring International Fund Managers (Ireland) Ltd	191080	Baring Global Emerging Markets Fund	USD	0,73	2,16		Nya marknader	IE0000838304	N	N	N	N		0	2000-07-05		1
Baring International Fund Managers (Ireland) Ltd	226910	Baring Global Equity Fund	USD	0,79	2,33		Global	IE0006903151	N	N	N	N		0	2000-07-05	2009-10-08	5
Baring International Fund Managers (Ireland) Ltd	262741	Baring Global Resources Fund	USD	0,69	2,03		Övriga branscher	IE0000931182	N	N	N	N		0	2000-07-05		1
Baring International Fund Managers (Ireland) Ltd	753384	Baring High Yield Bond Fund Euro Hedged (EUR)	EUR		1,50		Övriga utländska	IE0032158341	N	N	N	N		0	2003-08-26	2015-03-06	5
Baring International Fund Managers (Ireland) Ltd	298570	Baring High Yield Bond Fund US$ (USD)	USD		1,50		Övriga utländska	IE0000835953	N	N	N	N		0	2000-07-05	2015-03-06	5
Baring International Fund Managers (Ireland) Ltd	334409	Baring Hong Kong China Fund	USD	0,62	1,79		Kina	IE0000829238	N	N	N	N		0	2000-07-05		1
Baring International Fund Managers (Ireland) Ltd	370239	Baring International Bond Fund	USD		1,36		Övriga utländska	IE0000829568	N	N	N	N		0	2000-07-05	2015-03-06	5
Baring International Fund Managers (Ireland) Ltd	406066	Baring Japan Fund	USD	0,63	1,76		Japan	IE0000829675	N	N	N	N		0	2000-07-05	2011-03-23	5
Baring International Fund Managers (Ireland) Ltd	235291	Baring Latin America Fund	USD	0,70	2,07		Latinamerika	IE0000828933	N	N	N	N		0	2006-09-21		1
Baring International Fund Managers (Ireland) Ltd	441899	Baring North America Fund	USD	0,62	1,78	1,78	Nordamerika och USA	IE0000830012	N	N	N	N		0	2000-07-05	2012-07-20	5
Baring International Fund Managers (Ireland) Ltd	775692	Baring Russia Fund	USD	0,85	2,66		Ryssland	LU0073418229	N	N	J	N		0	2009-10-27	2010-11-16	5
Baring International Fund Managers (Ireland) Ltd	836619	Baring US$ Corporate High Yield Fund Inc	USD	0,65	0,73		Övriga utländska	IE0009266895	N	N	N	N		0	2001-11-22	2004-01-13	5
BlackRock (Channel Islands) Ltd	951954	BlackRock European Small & MidCap Opportunities Fund	EUR		1,81		Europa/Euroland småbolag	LU0006061161	N	N	N	N		0	2003-12-17	2014-02-24	5
BlackRock (Channel Islands) Ltd	391896	BlackRock Global Funds -  China Fund	USD	0,61	1,84		Kina	LU0359201612	N	N	N	N		0	2009-09-09		1
BlackRock (Channel Islands) Ltd	916122	BlackRock Global Funds -  Euro Markets Fund	EUR	0,61	1,83		Euroland	LU0093502762	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	732727	BlackRock Global Funds -  European Fund	EUR	0,61	1,82		Europa	LU0011846440	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	696898	BlackRock Global Funds -  European Value Fund	EUR	0,61	1,83		Europa	LU0072462186	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	302760	BlackRock Global Funds -  Global Allocation Fund	USD	0,52	1,78		Utländska aktier och räntor	LU0072462426	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	549261	BlackRock Global Funds -  Global Equity Fund	USD	0,67	1,82		Global	LU0224106525	N	N	N	N		0	2006-09-14	2015-09-30	5
BlackRock (Channel Islands) Ltd	195271	BlackRock Global Funds -  Global SmallCap Fund	USD	0,61	1,85		Global	LU0054578231	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	768499	BlackRock Global Funds -  India Fund	USD	0,65	1,97		Övriga länder	LU0248272758	N	N	N	N		0	2006-09-18		1
BlackRock (Channel Islands) Ltd	159442	BlackRock Global Funds -  Japan Small & MidCap Opportunities Fund	USD	0,61	1,84		Japan	LU0006061252	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	661066	BlackRock Global Funds -  Latin American Fund	USD	0,68	2,09		Latinamerika	LU0072463663	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	553578	BlackRock Global Funds -  New Energy Fund	USD	0,68	2,08		Övriga branscher	LU0124384867	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	446088	BlackRock Global Funds -  Technology Fund	USD	0,61	1,83		IT och kommunikation	LU0056508442	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	768556	BlackRock Global Funds -  US Basic Value Fund	USD	0,61	1,82		Nordamerika och USA	LU0072461881	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	804385	BlackRock Global Funds -  US Flexible Equity Fund	USD	0,61	1,82		Nordamerika och USA	LU0154236417	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	625236	BlackRock Global Funds -  US Small & MidCap Opportunities Fund	USD	0,61	1,83		Nordamerika och USA småbolag	LU0006061336	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	517748	BlackRock Global Funds -  World Energy Fund	USD	0,68	2,08		Övriga branscher	LU0122376428	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	410258	BlackRock Global Funds -  World Financials Fund	USD	0,61	1,84		Övriga branscher	LU0106831901	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	338590	BlackRock Global Funds -  World Gold Fund	USD	0,68	2,07		Övriga branscher	LU0055631609	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	374421	BlackRock Global Funds -  World Healthscience Fund	USD	0,61	1,83		Läkemedel	LU0122379950	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	481911	BlackRock Global Funds -  World Mining Fund	USD	0,68	2,08		Övriga branscher	LU0075056555	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	987784	BlackRock Global Funds - Emerging Europe Fund	EUR	0,69	2,12		Östeuropa	LU0011850392	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	231100	BlackRock Global Funds - Emerging Markets Fund	USD	0,62	1,86		Nya marknader	LU0047713382	N	N	N	N		0	2003-12-17		1
BlackRock (Channel Islands) Ltd	299693	BlackRock Global Funds - Japan Flexible Equity Fund	USD	0,61	1,84		Japan	LU0212924517	N	N	N	N		0	2005-12-13		1
BlackRock (Channel Islands) Ltd	123612	BlackRock Japan Fund	USD		1,84		Japan	LU0006049554	N	N	N	N		0	2003-12-17	2014-02-24	5
BlackRock (Channel Islands) Ltd	589408	BlackRock US Focused Value Fund	USD	0,63	1,80		Nordamerika och USA	LU0063938889	N	N	N	N		0	2003-12-17	2009-10-19	5
BlackRock (Channel Islands) Ltd	266932	MLIIF Global Equity  Diversified Fund	USD		1,74		Global	LU0011895819	N	N	N	N		0	2003-12-17	2006-10-09	5
BNP Paribas Asset Management	523886	Parvest Converging Europe	EUR	1,23	1,50		Nya marknader	LU0075937754	N	N	J	N		0	2000-07-05	2003-10-17	5
BNP Paribas Asset Management	345322	Parvest Emerging Market Equities Classic Acc	USD	1,23	1,50		Nya marknader	LU0111484845	N	N	J	N		0	2001-02-12	2003-09-05	5
BNP Paribas Asset Management	667204	Parvest Euro Bond Classic Acc	EUR	0,66	0,75		Europa och Euroland	LU0075938133	N	N	J	N		0	2000-07-05	2003-10-14	5
BNP Paribas Asset Management	488056	Parvest Euro Equities Classic Acc	EUR	1,23	1,50		Euroland	LU0075937325	N	N	J	N		0	2000-07-05	2003-10-14	5
BNP Paribas Asset Management	416396	Parvest Europe Financials Classic Acc	EUR	1,23	1,50		Övriga branscher	LU0089275969	N	N	J	N		0	2000-07-05	2003-10-09	5
BNP Paribas Asset Management	452227	Parvest Europe Mid Cap Classic Acc	EUR	1,23	1,50		Europa	LU0066794719	N	N	J	N		0	2000-07-05	2003-10-09	5
BNP Paribas Asset Management	380568	Parvest Europe Outsourcing	EUR	1,23	1,50		Övriga branscher	LU0095790100	N	N	J	N		0	2000-07-05	2004-02-04	5
BNP Paribas Asset Management	631374	Parvest European Convertible Bond Classic Acc	EUR	0,93	1,10		Utländska aktier och räntor	LU0086913042	N	N	J	N		0	2000-07-05	2003-10-14	5
BNP Paribas Asset Management	810523	Parvest Horizon 10 Classic Acc	EUR	0,93	1,10		Utländska aktier och räntor	LU0084050185	N	N	J	N		0	2000-07-05	2003-10-09	5
BNP Paribas Asset Management	774695	Parvest Horizon 20 Classic Acc	EUR	0,93	1,10		Utländska aktier och räntor	LU0084068807	N	N	J	N		0	2000-07-05	2003-10-09	5
BNP Paribas Asset Management	738864	Parvest Horizon 30 Classic Acc	EUR	0,93	1,10		Utländska aktier och räntor	LU0084076149	N	N	J	N		0	2000-07-05	2003-10-09	5
BNP Paribas Asset Management	595546	Parvest Scandinavia Classic Acc	SEK	1,23	1,50		Norden	LU0068461499	N	N	J	N		0	2000-07-05	2004-01-20	5
BNP Paribas Asset Management	703033	Parvest Short Term Euro Classic Acc	EUR	0,48	0,50		Europa och Euroland	LU0083138064	N	N	J	N		0	2000-07-05	2003-10-09	5
BNP Paribas Asset Management	703629	Parvest UK Classic Acc	GBP	1,23	1,50		Övriga länder	LU0111520317	N	N	J	N		0	2000-11-16	2004-09-23	5
BNP Paribas Asset Management	169185	Parvest US Small Cap	USD	1,23	1,50		Nordamerika och USA	LU0111522446	N	N	J	N		0	2003-01-09	2003-10-14	5
BNP Paribas Asset Management	381152	Parvest World Classic Acc	USD	1,23	1,50		Global	LU0111524491	N	N	J	N		0	2001-02-12	2003-10-09	5
BNP Paribas Asset Management	798959	Parvest World Technology Fund Classic Acc	USD	1,23	1,50		Global	LU0131978578	N	N	J	N		0	2002-08-15	2003-10-14	5
Capinordic Asset Management AB	503698	Capinordic BRICA	SEK	0,55	2,25	2,33	Nya marknader	SE0001936162	N	N	N	N		0	2007-04-25	2012-10-11	5
Capinordic Asset Management AB	396200	Capinordic FoF Avkastning	SEK		0,79		Övriga utländska	SE0001936105	J	N	N	N		0	2007-04-25	2012-10-11	5
Capinordic Asset Management AB	467860	Capinordic FoF Global	SEK	0,48	1,91		Global	SE0001936113	J	N	N	N		0	2007-04-25	2012-10-11	5
Capinordic Asset Management AB	753269	Capinordic FoF Strategi	SEK	0,46	1,80		Global	SE0002339648	J	N	N	N		0	2008-04-14	2012-10-11	5
Capinordic Asset Management AB	432039	Capinordic Global Opportunities	SEK	0,39	1,42	1,57	Global	SE0001936097	N	J	N	N		0	2007-04-25	2012-10-11	5
Capinordic Asset Management AB	360370	Capinordic High Yield	SEK	0,26	0,95	0,97	Övriga utländska	SE0001936154	N	N	N	N		0	2007-04-25	2012-10-11	5
Capinordic Asset Management AB	324541	Capinordic MM Global Focus	SEK		2,03	2,03	Global	SE0001936170	N	N	N	N		0	2007-04-25	2012-10-11	5
Capricorn Venture Partners NV	303297	Quest Management- Quest Technology Fund	EUR				IT och kommunikation	LU0114469819	N	J	J	N		0	2007-03-07	2009-10-19	5
Capricorn Venture Partners NV	667790	Quest Management SICAV - Global Technology Fund	USD	5,68	7,44	7,61	IT och kommunikation	LU011446981	N	N	J	N		0	2000-12-11	2007-04-12	5
Capricorn Venture Partners NV	942094	Quest Mangement Sicav - Quest Cleantech Fund A	EUR	0,28	0,52	7,80	Övriga branscher	LU0346060212	N	J	J	N		0	2009-09-16		1
